invoiceAmount,invoiceDiscountAmount,invoiceProfit
19.4,4,-0.4
70,3,7.22
244.04,12.84,20.726
430,17.45,45.1
990,25,28.5
474.45,36.55,39.25
100,7,11.3
300,0,43
50,0,11
340,10,42.5
393.43,12.17,39.152
1700,0,229.5
118.88,0,13.48
50,4.9,2
290,10,55.04
360,14,37.35
25,0,5
1000,32,102.55
9,0,1.97
110,1.15,23.21
540,20,42.3
90,0,37.29
261.25,13.75,24.25
270,10,26.4
312.62,16.45,26.7165
189.8,4,23.9
148.5,0,20.95
1540,80,109.5
825.36,43.44,70.61
1140,40,47.4
640,39.5,49.3
300,13.86,27.46
200,7,19.78
200,10,30
1546.98,81.42,137.58
150,0,18.6
100,10,3.51
200,10,17.6
200,5.02,21.74
230,4.75,25.85
128.32,0,16.82
100,0.08,13
60,5,5
40,1.85,3.87
2540,130,112.75
240,1,30.4
651.84,27.16,64.54
120,0,17
320,10.46,33.26
997.31,52.49,92.51
505.4,26.6,42.56
170,9.2,14.15
517.99,36.01,38.06
380,22,30
62.1,0,8.64
50,5,8.3
1971.25,103.75,186.84
90,5,7.4
100,0,19.5
36,0,4.44
215,0,27.84
60,0,6
280,6.8,28.42
130,5,13
60,0,18
100,5,9
600,28.4,57.03
570,16,59.24
470,6.95,222.8
24,0,3.48
493.98,0,58.38
180,0,26.2
8177.4,908.6,814.16
150,0,19.6
420,9,47.1
9.4,0,1.24
18.5,0,5
683.05,35.95,56.25
450,22,39.6
200,7.5,19.5
30,2.88,-0.24
310,7,34
220,0,26.2
830,15,56.06
330,6.3,37.5
250,5.2,29.3
210,6,22.08
300,11,34.6
4072.66,214.35,373.8895
41.85,0,5.82
120,0,17.5
296.09,15.58,25.5465
676.59,35.61,51.99
1974.1,103.9,179.08
159.35,6.64,15.3504
828.19,25.61,102.186
120,3.9,28.9
300,16,30.8
1200,50,50
170,9.2,14.15
290,20.5,20
149.5,2,43.65
34.8,0,4.98
50,0,6.53
1000.3975,52.6525,95.5475
130,1.3,15.9
48,0,6.48
170,9.48,12.636
309.77,11.24,32.565
389.82,20.52,32.403
500,19.69,47.75
299.25,15.75,25.35
120,6,10.44
740,19.6,54.78
30,0,3
550,8.15,66.85
140,0,18.2
200,0,15
279.9,0,35.8
90,0,12
140,0,30
35,0,10
50,2,-1.29
40,0,10
996.77,41.53,93.468
48,0,6.48
600,50,15
140,5,16.8
25,0,9.99
550,31.6,44.1
130,4.5,14.05
50,0,5.36
390,0,76
60,3,5.22
3739.2,196.8,187.45
322.05,16.95,37.05
170,2.8,18.26
100,5,9
300,15,25.9
1050,59.05,80.4375
997.78,0,91.06
148.2,7.8,12.2
202.83,10.68,15.725
10.2,0,2.38
1470,0,105.5
100,0,17.5
760,26.48,76.0856
490,10,55
78.6,0,12.85
20,2.28,0.88
88,0.1,11.97
350,0,35
350,10,41
1569.4,82.6,109.4
740,5,113.84
100,4,14.4
280,0,34.96
110,0,45
50,2.5,5.1
2319.71,122.09,97.17
160,8.5,14.33
310,7,34
77.32,0,10.16
90,3.25,9.05
14,0,2.2
150,0,25
120,4.4,13.1
530,20,58
270,5,19.25
80,0,28
50,0,19.98
230,6,24.8
160,1.6,19.4
607.62,31.98,51.57
79.3,0,10.5
110,0,45
69.9,0,14.1
180,0,25
120,0,17
1161.85,61.15,122.85
320,22.34,15.063
635,15,38.4
50,4,2.83
14,0,1.94
190.56,5.89,19.7565
119.9,0,18.47
79.8,4.2,7.44
220,7.5,22.75
1498.1765,57.9235,103.2265
111.34,5.86,9.44
150,1,19.63
82.25,4.33,6.951
165,8.94,13.893
130,2,15.4
2300,77.2,251.6
110,3,11.8
693.5,36.5,62.1
500,29.76,54.382
319.72,16.83,27.0725
35,2.92,2.04
200,5.25,21.8
10,0,1.4
216.98,11.42,18.56
495.9,26.1,44.28
1491.88,78.52,126.28
230,5,23.82
2100,200,103.1
20,0,12.5
170,5,17.1
140,5,15
231.74,12.2,19.123
600,20,61.3
939.41,24.09,84.6725
1530,77.95,123.36
70.26,0,8.64
1700,0,165
1100,31.7,234.55
289.8,12.08,29.5648
15,0,10.05
150,6,15.33
19.38,0,3.4
26,0,3.4
9.4,0,1.24
500,11,58.02
120,3,14.91
376.58,19.82,31.88
240,0,25.8
68.04,0,8.88
108,0,74.84
500,21,40.42
50,0,6.5
50,3.3,3.95
249.6,0,32.6
90,4,8.3
120,0,12
330,10.8,32.6
60,0,7.8
320,8,38.1
230,5,26
596.6,31.4,50.24
734.29,38.65,62.253
48,0,5.16
300,15,26
140,4,18.95
50,0,15
2.4,0,0.42
1124.33,59.18,97.225
640,19.92,64.61
2080,111.66,203.037
317.3,16.7,24.6
1110,90,90
323.42,17.02,30.098
590,4,66.59
713.07,37.53,63.27
540,14.3,63.9
190,1.36,23.6
574.47,30.24,42.565
440,0,54.04
220,3.77,24.72
135,3.2,14.9
449.9,0,59.8
693.5,36.5,62.1
300,0,60
359.04,18.9,29.223
329.32,10.19,35.665
26,0,3.4
897.75,47.25,94.5
598.5,0,80.85
520,8.78,50.59
20,0,2.6
50,4,3.2
781.09,41.11,66.49
80,0,10.53
300,4,46.4
250,0,36.35
40,1.85,1.87
383.55,0,42.28
180,0,32.04
20,0,5.8
1377,153,41.1
310,35,-16.4
547.24,0,76.68
100,5,5.2
29.93,1.58,2.555
220,0,39
170,0,170
150,1,20.55
460,9,53.7
366.61,19.3,34.405
158.9,0,27.89
80,0.8,10.64
10,3,-1.2
160,8,13.92
319.08,6,43.32
408.9,26.1,30.6
39.3,0,5.2
1080,40,61.85
660,30,7.2
180,0,45
2400,90,159
100,0,13
480,16.9,50
449.28,18.72,43.72
120,2.4,13.8
750,26.04,105.54
149.44,2,43.32
2270.88,119.52,196.98
430,15,42.5
179.2,2,35.2
55,3.8,3.4
330,9.5,36.35
80,4,7.64
680,20,36
406.51,21.4,30.805
40,0,5.44
29.55,0,2.95
533.69,16.51,55.294
45,3.6,0.72
610,0,59.34
120,2.2,15.2
30,0,30
50,2.8,6.64
20,0.55,1.1
200,8.8,17
70,4.89,8.4
290,11.88,29.76
80,0.44,8.68
50,0,13
20,0,6.58
420.11,12.99,43.507
20,2.44,0.53
1400,0,1400
207.29,10.91,21.14
49.88,2.63,4.975
3244.4,170.76,203.422
240,10,14.77
30.88,1.63,2.575
119.52,4.98,18.22
30,0,4.25
140,0,20
120,0,16.2
3750,0,500
120,0,16
100,0,19
473,0,61.5
27.32,0,3.32
598.65,15.35,62.65
1323.1,0,176
1852.7,57.3,117.5
2080,77.5,148.9975
1109.75,40.25,73.5
780,40,20
20,0.8,2.84
480,20,150
160,0,30
320,4.6,38
99,0,13.65
2653.75,96.25,153.75
99,0,12.15
1540,60,92.5
200,1,59.92
255,5,27.93
1050,40,60
190,1.04,23.88
260,5,40
120,3,14.85
120,0,16
897.6,37.4,135.8
296.4,15.6,27.4
446.5,23.5,37.4
1232.14,85.66,80.743
100,4,9.6
100,1.1,8.8
430,9.95,48.8
470,22.28,41.92
1086.91,45.29,37.41
1200,44.4,123
48,0,6.48
671.04,27.96,94.68
719.697,26.103,79.557
538.65,28.35,49.77
299.25,15.75,27.65
798,42,67.6
180,12,12.96
135.38,7.13,14.375
95.1,0,25.1
190,5,24.25
487.236,25.644,41.796
69,0,18.2
148.5,0,19.2
110,5,30
10,0,1.4
300,2.6,36.36
370,10,46.2
50,0,6.53
200,0,26
680,27.14,91.18
260.85,8.07,26.9724
650,11.32,81.8
439.47,23.13,33.87
220,4.8,35.04
60,0,8.34
100,5,8
50,0,19.98
170,4,47.5
89.3,4.7,8.3
56.4,0,7.8
271.28,17.32,20.284
48,0,5.16
175,2.1,72.3
419.63,22.09,35.174
50,0,8
110,6.04,9.32
2013.5725,105.9775,171.8225
345.33,18.18,29.685
480,20,150
20,0,2
199.26,0,23.16
110.66,0,14.66
75,0,10.5
140,3.4,15.32
80,4,7.64
160.61,6.69,15.208
400,2.69,46.35
198.49,10.45,17.533
65.55,3.45,5.55
445.84,0,49.96
440,23.89,37.1555
170,10.8,18.6
169.14,2,19.05
240,11,21
210,0,28.5
300,10,36.5
270.92,8.38,27.671
48.1,0,8.3
960,50,84.15
110,2.2,12.2
170,5,18
198.4,0,26.8
12.5,0,1.63
586.13,30.85,51.501
13.68,0,1.8
365.88,11.32,37.724
139.46,7.34,12.26
260,0,30.92
125,0,14.87
50.2,0,8.38
10.96,0,0.88
300,0,48
589,31,47.84
256.71,13.51,20.119
1532.02,80.63,123.3675
50,0,6.5
66.4,0,8.34
293.47,0,38.24
260.88,0,32.24
100,5,9.25
80,1.5,9.2
270,10,26.6
260,5,40
150,0,25
120,5,9.87
130.5,5.44,13.6024
100.7,5.3,8.2
35.44,0,5.52
165,3.7,18
96,0,12.72
20.9,1.1,2.9
75,2.32,7.839
830,30,15.96
230,9,21
19,0,2.42
450,0,46.4
75,0,15
24,0,3.48
30,0,9.45
10,0,1
20,1,2.06
200,0,30
1060,15,122.7
200,10,25
70,3,7.85
340,6.7,37.9
30,0,30
1360.65,49.35,90.15
196.35,13.65,13.35
180,0,24.12
200,7,20
55,2.7,5.2
5,0,0.7
86,0,11.2
100,0,20
100,8.5,3.19
10,0,1.4
798,42,71.4
39.66,2.09,5.7125
300,3.6,57.08
100,0,10
100,2,6.31
185.25,9.75,68.25
150,4.7,15.9
298.6,0,38.8
583.756,30.724,48.276
119,0,15
170,6,17
290,17.2,22.7
549.76,17,56.8572
180,5,14.08
125.4,6.6,11.6
20,1.15,1.64
430,15,37.75
180,1.3,23.2
705.51,37.13,61.448
50,0,5.36
100,0,13
150,0,19
120,0,17
380.06,15.84,37.304
60,0,8.5
40,2.35,3.53
80,4,7.64
130,6.5,11.4
20,0,2
239.2,7.4,24.902
70,0,7
270,6.61,28.23
1499.1,78.9,127.1
180,2.5,22.15
264.77,13.94,33.355
220,2.96,26.08
100,0,13
435.04,22.9,35.763
119.66,4.34,10.66
99.36,4.14,9.36
30,1.5,2.61
1355.825,49.175,92.325
100,7,6.97
130,0,16
178.32,9.39,15.115
96,0,13.98
30,0,9.45
408.36,21.49,32.0575
120,0,29.4
931.646,49.034,78.806
30,0,6.6
199.73,6.18,19.3927
781.64,41.14,65.141
6,0,1.2
3780,171.32,215.53
209.64,1,26.97
150,6,14.7
627,33,59.4
138.17,0,19.97
280,5,70
2072.56,109.08,183.298
309.99,14.61,28.393
269.56,8.34,49.963
140,10,10.24
60,3,5.22
150,0,19
48,0,5.16
359.44,13.04,34.9032
50,0,6.53
200.31,6.2,21.205
158.08,8.32,17.68
60,0,6
129.06,3.99,13.0585
500,27.54,38.613
460,15,31.34
180,4.8,17.9
150,10,4.55
530,9.5,57.81
160,5,20
189.47,3.87,21.4432
2700.72,89.28,189.72
29.15,0,5.1
274.17,14.43,23.17
220,13,11.44
65,2.7,6.1
70.4,0,9.2
99.5,4,23.3
419.01,17.46,41.0712
430,10,12.9
379.75,18.73,39.48144
150,4,16
60,0,8.2
120,5,12.3
92.43,0,10.62
100,0,13.06
170,5.3,19.3
100,10.6,3.82
20,0,4.4
380,14,39
20,0.4,3.02
48,0,6.36
435,16.5,42.8
150,0,27
20,0,5.8
310,6.66,45
44.05,0,6.42
135,0,10.8
44.55,0,6.58
74.81,2.55,7.68712
1260,40,51
200,2.76,25.04
100,3.5,23.8
30,2.88,-0.24
80,0,7.27
200,2,22.2
100.95,0,21.66
70,0,8.4
182.4,9.6,15.44
330,0,37.2
1450,40,54.9
881.93,46.42,107.3325
230,3,25.82
250,6.47,32.66
155,4.2,29
400,15,43.41
919.6,48.4,82.28
270,0,35.06
778.01,40.95,62.692
360,12.82,36.53
880,31,94.1
200,0,26.12
150,6,15.6
350,15,24.08
80,0,16.28
950,16,82.7
700,25,40
50,0,6.53
240,8.36,24.16
397.1,20.9,41.18
380,2.98,46.73
20,0,6.58
1569.5,82.61,154.995
1914.06,100.74,174.66
270,5,70
190,3.4,30
110.2,5.8,9.2
692.83,56.18,40.425
55,0,6.75
557.46,29.34,47.46
280,7.6,31.4
82,5,6
200,11,16.4
370.5,19.5,33.9
885.44,46.6,65.158
300,10,36.5
600.12,31.59,50.605
907.05,37.79,90.5964
3030.1,109.9,221.22
60,0,8.5
108,0,30.8
30,6,-1.2
352.23,12.78,36.645
30,0,4.25
110,4,13.2
329.32,10.19,35.665
120.95,6.37,9.174
5,1,-0.22
210.9,0,26.1
51,0,8.55
315.88,16.63,31.075
33.3,0,4.36
10.6,0,1.4
30,0,4.2
230,7.6,23.4
5769.35,303.65,509.75
380.89,13.41,39.7138
150,0,22.5
460,20,39.32
220,0,28.22
120.75,0,14.83
499.08,12.27,54.5776
680.94,21.06,70.56
600,15,34.2
360,16.32,32.76
118.44,0,15.38
280.92,14.79,23.715
775.22,23.98,87.624
180,0,26.2
550,19,58.54
98.56,5.19,9.5625
200,4,22.69
110,0,15
753.27,39.65,75.114
385,15,43.18
840.18,44.22,100.3
150,5,15.2
70,2,7.72
125.02,0,15.4
700,0,178.5
99.51,5.24,8.4125
953.42,50.18,81.02
461.58,14.28,47.6242
179.1,2,20.2
349.7,10,36.8
1880,80,85.96
101.6,5.35,8.3025
59.85,3.15,5.07
150,0,24
640.21,33.7,52.245
400,10,78.4
342,18,32
70,2,7
1270.84,66.89,110.3835
119.5,3,13.06
1000,60,85
300,5.42,33.76
1098.04,33.96,113.49
380,1.15,48.6
30,2.6,1.4
350,16.8,32.8
299.8,10,32.34
200,12.1,15.6
55,0,5.5
270,6.7,29.4
450,16,41.27
125,4,13.9
210,10,10
30,0,9.45
93,0,12.12
260,7,38.82
2430,65,154.72
145.38,4.5,15.0536
1728.86,90.99,152.6075
570,20,23.7
1025.81,53.99,144.13
1331.7,48.3,131.7
140,2,25.76
740,20.87,84.2
100,8.4,6.3
1249.4,40.6,91.85
20,5,0
1770,110,164.6
100,0,25
120,3.57,12.95
547.25,19.85,55.0515
580,5,78.5
40,5,1.2
200,2,63.64
240,0,34
188.48,9.92,16.88
1050,60,85
650,20,14.9
729.88,22.57,80.4765
500,30.2,43.05
200,16.16,10.442
40,6.44,-1.12
250,5,28
20,0,4
80,10,1.4
237.5,12.5,19.9
146.9,4.54,14.6368
600,25,55.6
931,49,76.62
330,19.88,27.576
121.6,6.4,9.2
280.25,14.75,21.55
662.63,34.88,54.925
800,20,40
665.37,35.02,56.3105
99,0,13
180,0,22
100,0,17.78
230,4.3,25.75
39.1,0,5.39
250,0,57.95
88.9,0,11.6
160.31,8.44,13.9625
40.8,0,6.84
50,0,19.98
1900,40,154
14,0,1.28
210,10,17.04
1891.01,78.79,180.448
179.8,0,23.5
140,2.1,16.48
245.28,0,32.04
15.7,0,2.3
210,5,18.04
190,5,20.5
170,1.88,24.96
99.5,0,12.2
27,0,3.51
859.94,45.26,80.04
50,0,6.53
800,15,59.2
236.9,0,31
61.75,3.25,7.25
70,0,7
29,0,9.9
160,5,46.38
596.6,31.4,50.24
597.41,24.89,58.308
711.25,25.8,71.95325
847.88,44.63,71.475
129,0,19.35
200,3.1,25
50,0,5
287.85,15.15,24.25
38,0,11.2
328.36,17.28,39.298
350,10,36.8
800,20,40
249,8,30.9
443.27,23.33,41.37
260,4,22.64
180.42,5.58,17.58
159.6,8.4,12.23
2574.12,135.48,216.02
130,1.3,16
490,5,69.25
3172.5,166.97,291.1565
120,5,11
52.8,0,9.16
75,1.75,22.75
1640.4,59.5,167.6035
30,1.5,2.61
200,0,47.6
184.49,9.71,15.61
57.7,0,7.9
110,2.44,10
60,2,6.08
50,0,7
190,3,29.12
1695.66,89.25,146.85
230,0,30.42
820,8.78,102.11
30,0,7.6
120,0,17.5
180,5.5,18.7
210,8.41,18.79
90,0,11.73
1168.74,61.51,98.7075
520,24.2,47.5
45,0,5.9
416.1,21.9,36.1
920,34.1,89.2
120,4.4,13.1
70,1.48,8.68
190.5,0,24.8
170,2,20.5
746.27,39.28,63.2025
130,0,15.56
79.62,3.32,9.3224
170,1.71,19.81
200,0,30
150,0,20
20.55,0,1.65
12.33,0,0.99
79.49,3.31,7.488
796.43,41.92,70.4325
30,1.5,2.61
615.88,19.05,67.0021
93.9,0,12.24
420,7,48
159.6,8.4,16.08
159.3,0,21.7
170,6.4,16.8
50,0,11.04
214.61,11.3,18.405
1301.92,68.52,109.238
65,1,8.1
285,15,25.2
256.68,19.32,16.68
73.1,3.85,5.9025
14,0,2.04
96,0,12
1200,70,74
730.8,0,97.6
200,10,27.38
100,5,7.6
500,60,20
19.2,0,4.48
361,19,32.2
80,4,6.98
110,0,15
455,15.6,219.7
940.5,49.5,87.5
50,5,6.96
220,12.44,18.68
400,7.65,46.6
54.9,0,6.9
100,12,2.56
230,2,121
500,13,53.96
400,0,41.61
80,0.8,9.7
100,4,18.4
200,20,7.02
170,0,18.2
175,4.2,19.15
180,0,25.2
180,1,24.6
760,31.3,74.7
85,2.2,9.9
1328.1,69.9,143.1
100,6.5,38.23
1751.58,92.19,170.8915
219.65,6.79,23.0268
22,0.1,5.75
200,8,19.1
497.14,26.17,53.835
195,0,78
80,1.04,10.99
480,14.64,56.21
700,25,80.5
400,4.75,61.35
99.5,0,11.07
320,5,27.5
55,0,8
1534.35,55.65,113.9
280,0,37.7
598.5,31.5,46.5
20,0,2.6
40,0,20.8
100,0,11
13,0,3.25
40,0,7
870,15,85.96
1282.5,67.5,112.5
400,0,70
580,20,56.64
480,9.64,53.76
329.08,6.72,36.934
40,0,5.4
207.96,10.95,15.895
240,8.8,28.02
50,0,4.5
19,0,2.42
190,2.85,22.28
80,2.65,8.12
49.88,2.63,3.005
245.58,12.93,20.825
167.05,3.41,18.9108
70.4,0,9.2
30.4,0,5.32
1050.5,49.5,80.5
420.11,12.99,43.507
50,0,4.5
120,4,14
350,22.4,27.56
340,18,30.6
50,0,6.53
100,1.95,13.53
460,18,42
458.81,14.19,47.31
650,38.38,51.731
60,0,8.1
770,14,98.8
1427.38,75.13,119.925
201.05,10.58,17.0685
2760.7,145.3,233.95
260,10,44
299.25,15.75,29.85
20,0,6.1
695.52,28.98,65.52
150,4.47,15.15
350,10,42.5
299.26,10,30.7
150,0,22.5
350,20.44,28.278
220,12.8,15.8
886.16,46.64,78.96
610.25,28.09,55.07304
90,2.75,9.35
200.21,6.19,22.008
30,1.5,2.61
200.26,10.54,16.76
210,10,210
1715,62.24,182.6366
200,0,65.8
190,4.34,19.96
50,0,6.53
859.05,26.57,87.0714
505.4,26.6,45.6
170,4.6,18.15
50,0,19.98
764.35,40.23,64.771
650,20,14.9
200,0,26.12
280,4,30.2
2709.31,142.6,222.305
90,4,9
422.76,22.25,36.7995
80,2,5.46
11,0,1.62
180,0,45
100,0,14
180,0,45
572.57,30.14,55.345
271.7,14.3,24.7
600,15,34.2
300,16.8,24.52
805.6,42.4,61.6
162.52,8.55,13.4065
50,1.35,5.7
125,0,29.34
1960,70,194.6
265,0,45
100,10,3.51
480,20,150
1050,40,60
180,0,45
37.7,0,5
80,4,7.64
432.54,22.77,36.085
21.2,0,2.8
440,24.98,36.061
100,0,16
55,0,7
88.24,0,12.62
510,6.89,62.7
1160,0,90.96
189.9,0,37.9
343.43,18.08,29.125
16.2,0,2.1
149.77,4.63,14.368
180,0.8,22.73
220,0,27.02
179.13,0,18.25
170,0,18.2
200,4,24.94
48,0,5.16
1140,60,95.39
2458.41,129.39,241.61
450,0,23.45
100,4.72,9.14
596.6,31.4,60.5
1362.49,71.71,116.69
18,0,2.34
600,15,34.2
310.66,6.34,34.66
420,10,51.07
550,9.5,59.35
50,1.6,5.6
570,30,48
20,0,12.5
580,8.75,68.2
320,16.72,35.44
179.55,9.45,15.23
20.8,0,3.64
8782.38,0,1197.86
490.2,25.8,41.4
1140,40,47.4
1580,60,60
180,6.2,20.6
50,2.5,5
513.29,27.02,44.585
230,19.6,13
199.5,10.5,20.05
680,20,83.05
300,0,60
90,0,12.14
350,12.58,35
758.2,39.91,64.295
70,0,12
40,0,25
545,20.88,50.67
44,0,5.8
350,10,38.66
340,11.03,37.27
430,19,40
85,0.5,10.51
30,0,3
798.45,42.02,69.9865
99,0,13
1362.17,102.53,88.571
575,0,61.14
532.7,40.1,41.404
210,0,27.4
250,5,21.94
60,0,5.45
110,5,6.3
275,5,28.2
110,5,6.3
230,5.9,27.3
190,3.85,24.03
1381.3,72.7,113.3
120,0,16
448.4,23.6,47.4
140,0,18.27
1140,40,47.4
44.55,0,6.58
360.81,18.99,30.9
73.82,3.89,6.215
110,0,20
1370,67.58,120.32
385.13,20.27,31.93
220,0,33
130,6,11.8
309.23,16.28,28.615
110,3.1,13.6
1615,85,144.5
210,5,18.07
23.76,0,4.14
500,15.74,51.3878
260,5,27.48
2217.5,92.4,210.384
27,0,6.5
50,0,6.53
100,3.5,10
170,0,18.2
428.45,22.55,36.33
110,0,24
670.7,35.3,56.7
340,0,45
315,12,33.22
178.13,9.38,15.125
2796.59,101.43,285.8693
100,0,30.5
580,31.58,50.891
270,0,18.3
4000,250,500
227.95,7.05,21.77
20.55,0,1.65
1178.67,62.04,118.665
124.8,3.86,12.8602
30,0,9.45
40,11,-3.92
86.65,0,11.4
117.3,0,20.4
225.3,11.86,19.082
38.68,0,5.12
19.44,0,2.52
25,0,3.26
77.8,0,13.4
638.99,33.63,56.889
229.86,9.58,27.1824
140,5,15
2100,85.01,149.87
230,5,23.82
310.37,12.93,30.928
200,4,23
209,11,17.6
70,0,7
430,0,68.78
60,0,16.1
100,7.51,6.695
210,4.9,21.7
20,0,2.6
456,24,38
1540.6,81.08,126.376
342.95,18.05,29.39
500,30,39
100,4,9
66.76,0,8.72
2016,0,284
460.75,24.25,41.25
220,0.4,31.97
250,4.8,28.8
200,1,25
130,9,9
540,20,70.5
250,10,26
620,1,56.28
5200,345.5,366.4
180,7.5,18.4
134.83,4.17,13.83
180,0,45
322.34,16.97,28.835
1309.841,68.939,109.831
360,10,45
1707.27,89.86,145.1635
209,11,17.7
20,4,-1.42
199.18,8.3,18.6408
630,20,25.5
200,5,21
110,2.5,12.15
189.35,5,26.05
209,11,19.8
6,0,0.7
1200,66.11,104.305
140,0,18
100,0,15
420,12,44
350,9.3,38.56
332.12,17.48,28.12
950,150,-14.9
220.85,11.62,18.7065
1460.53,52.97,124.2275
310,18,24.65
665.78,35.04,57.629
26,0,4.2
2612.5,137.5,247.5
20,0,5.95
130.15,6.85,24.53
250,0,29.64
479.67,14.84,49.625
2360,100,80
240.46,7.44,20.463
597.95,18.49,62.2768
50,0,4.5
740,13.5,86.5
910.88,47.94,65.109
361,19,30.57
420.85,22.15,36.85
600,15,34.2
300,30,10.53
250,0,32.73
130,0,32.5
177,2.1,23.1
892.05,46.95,81.3
1368.37,49.63,146
360,0,37.11
1000,34.5,101.13
19.18,0,1.54
150,1.44,20.13
29.94,0,2.52
65,2.7,5.5
40,8,-1.01
830,10,43.1
10,1,1
150,5,17.42
220,5,28.75
390,16.1,40.597
334.16,17.59,33.6625
300,0,37.06
320,5.5,39.39
40,0,5.2
360,0,30
54,0,7.02
90,4,8.26
110,0,11
20,0,12.5
52.85,0,7.43
290,0,34.2
50,4,10.85
40,0,10
380,6.04,43.33
80,5,11
2701.4,142.18,143.421
225.34,11.86,16.54
1640,60,169.5
784.64,41.3,66.523
40,1.85,3.87
80,0,25.2
50,2.6,3.92
60,0,33
1200,50,50
499.55,17.05,50.2222
220,10,28.34
159,0,21.6
320,11.44,47.02
940,51.91,77.495
480,20,150
140,0,18
50,0,5.75
150,8.2,12.4
280,5,32.2
30,0,3.9
10,0.8,0.6
210,2,32.28
300,17,24
270.75,14.25,28.75
1000,60,85
20,0,11.7
50,0,5.36
568.32,23.68,53.32
210,6,23.8
199.5,10.5,16.8
380,7.1,47.38
96,0,13.98
1050,51.69,81.38
9.25,0,1.3
100,0,11
80,4.69,5.58
29,0,9.9
40,1.85,3.87
680,1.3,90.69
150,2.23,16.49
30,0,9.45
40,0,12.6
100,12,4
460,18.5,45.86
150,5,15
160,0,23.6
50,0.76,5.84
270,5,33
360,18,31.32
24,0,2.58
4192.54,220.66,414.34
60,0,9.6
100,2.3,10.9
100,0,11
60,1.9,6.2
580.2,26.7,52.8564
115,2,13.7
197.5,0,28.2
280,8.1,18.55
378.67,19.93,32.07
220.59,11.61,18.59
18.5,0,5
80,19.32,-5.92
200,20,10.4
170,4,20
55,1.68,7.38
573.14,30.17,46.635
139.89,7.36,12.3775
370,20,30.7
81,0,27.8
269.66,8.34,27.96
65,0.8,7.77
20.4,0,4.76
320,8,34.65
50,0,6.53
300,1.88,39.76
170,0,18.2
1194.511,62.869,103.751
550.08,22.92,56.08
150,2.2,17.2
943.1,40,57.2
211.09,11.11,17.39
145.24,2.96,17.476
379.05,19.95,33.95
379.76,11.75,39.365
100,10,6.06
130,5,14
100,4,9.6
140,0,18.2
207.01,10.9,18.805
100,0,9
100,6.2,7.66
375,20,0.55
160,1.1,22
318.63,16.77,29.23
892.74,0,107.75
209.3,0,27.37
280,7.5,30
470,28.6,39.4
30,2,2
100,0,13.04
128.63,6.77,10.83
120,0,15.68
49.35,0,6.51
110,0.8,14.7
300,25,26
240,10,24.3
350,20,20.69
50,0,6
104.5,5.5,8.5
470.45,14.55,51.75
100,4,9.6
440.55,4.45,56.65
350,4.7,56.84
170,0,18.2
540,11.9,64.5
460.54,14.24,50.2966
860.49,26.61,94.437
50.84,2.68,4.284
75,0,10.34
1451.32,76.39,129.61
92.75,0,12.1
980.5,65,68.5
366.7,19.3,18.7
1750,170,8.5
122.78,6.46,10.178
310,10.4,32.3
180,10,14.6
75,0,10.5
180,0,45
310,6.8,34.52
76.19,0,11.01
25,0.76,3.44
120,3,8.98
50,0,5.36
576.65,30.35,53.53
647.43,34.08,53.725
371.32,19.54,30.077
50,1,8.6
900,45,55.05
14,0,1.94
143.6,0,17.76
95,0,11.07
177.56,9.35,16.755
415,15,40.76
90,0,9
120,0,30
170,5,20
17.44,0,2.39
80,3,7.4
150,2,19
100,9.2,6.1
259,0,31.45
60,0,5.45
200,2.5,31.13
220,5,24.77
180,0,45
230,9,16
750.59,23.21,77.106
20,0.55,1.1
30,2,2.28
60,5.8,2.77
30,1.5,2.61
120,5,20
90,4,9
150,0,20
680,19,77.33
2020,25,118.5
260,10,87.5
300.11,15.8,26.405
1516.49,79.82,128.385
30,0,4
75,2,10.82
3080,115,622.4
340,1,43
70,3.5,5.5
490.04,15.16,55.534
265,0,45
920,30,101
1520,58,89.63
1100,35,144.76
100,0,13
220,7.5,22.7
90,4.48,7.9
620,20.51,64.915
48.3,0,6.3
39.4,0,5.1
198.87,10.47,16.893
370.66,15.44,34.956
740,15.1,86.1
1180,36.8,142.71
75,2.32,7.84
570,18.8,56.796
30,0,4.25
1043.48,54.92,88.93
99.75,0,13.65
1250,51.14,82.13
2379.89,125.26,202.1025
520,18,51.85
340,12,34
360,10,46.7
434.96,22.89,35.3975
270,8.05,33.9
340,6.5,38.72
264.01,13.9,44.405
1740,59.6,153.18
1091.25,33.75,123.6
380.95,20.05,31.68
300,17.2,34.6
46.8,0,6.2
550,15.34,57.4
180,2.25,20.91
20.55,0,1.65
1105.8,34.2,78.75
150,0,21
240,8.5,24.3
419.04,12.96,43.04
139.46,7.34,12.26
230,0,33.45
100,2.15,12.85
209,0,24.64
430.46,22.66,35.944
560.67,20.34,55.665
800,20,40
290,8.7,34.1
34.5,0,4.5
180,0,26.2
20,0,6.58
420,3.4,55.9
35,1,6.88
440,3,56
70,2,7.72
259.87,9.43,25.7545
500,0,170
350,4,42.2
379.25,13.76,38.245
330,4.42,41.94
250,0,37.5
430,10,12.9
175,2.88,21.66
380,11.9,53.82
250,5,28.86
25.89,0,3.4
220.1,11.58,18.256
760,26.45,74.9665
40,1.44,3.14
57,0,8
120,1.6,15.2
940.8,49.52,74.344
359.1,18.9,27.48
353.02,18.58,29.82
690.27,36.33,53.07
