invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
90,0,13.5,3/23/2019 7:33
2880,105.6,237.844,3/23/2019 7:35
907.11,47.74,85.2175,3/23/2019 7:39
50,7.2,1.5,3/23/2019 7:40
600,30,53.3,3/23/2019 7:43
800,29,79.3,3/23/2019 7:44
320,3,38.4,3/23/2019 7:45
270,6.1,31.5,3/23/2019 7:46
39.6,0,8.8,3/23/2019 7:48
200,1.75,24.5,3/23/2019 7:48
65,0.76,4.52,3/23/2019 7:48
190,4.6,21.35,3/23/2019 7:58
170,9.9,13.5,3/23/2019 7:59
97.5,0,10.5,3/23/2019 8:00
100,5,6.25,3/23/2019 8:01
48,0,6,3/23/2019 8:01
942.4,49.6,79.4,3/23/2019 8:02
330,7.5,36.55,3/23/2019 8:03
200,4,22.52,3/23/2019 8:03
150,0.6,19,3/23/2019 8:04
17,0,2.4,3/23/2019 8:06
410,15,40.66,3/23/2019 8:09
90,4.95,7.45,3/23/2019 8:11
198,0,23.84,3/23/2019 8:11
130.1,0,18.46,3/23/2019 8:14
520,10.14,60.3,3/23/2019 8:16
200,0,19.82,3/23/2019 8:17
90,6.6,6,3/23/2019 8:17
80,0,20.3,3/23/2019 8:20
30,5,-0.5,3/23/2019 8:21
3.6,0,0.8,3/23/2019 8:21
298.1,0,38.7,3/23/2019 8:23
430,18,45.2,3/23/2019 8:28
60,0,5.46,3/23/2019 8:28
29.9,0,3.9,3/23/2019 8:30
709.97,37.37,59.393,3/23/2019 8:31
50,0,10,3/23/2019 8:32
650,25,89,3/23/2019 8:34
75,0,10.34,3/23/2019 8:34
50,0,11,3/23/2019 8:39
220,0,56.3,3/23/2019 8:43
30,0,6,3/23/2019 8:44
660,23.4,68,3/23/2019 8:48
10,0.8,1.6,3/23/2019 8:52
100,7,7.23,3/23/2019 8:53
170,0,22.2,3/23/2019 8:56
490,15,36.24,3/23/2019 8:58
685,10,26.2,3/23/2019 8:58
200,14,13.12,3/23/2019 8:59
100,0,13.8,3/23/2019 9:00
90,0,11,3/23/2019 9:01
80,4,7.64,3/23/2019 9:02
110,7.8,7.9,3/23/2019 9:05
90,6,6.48,3/23/2019 9:07
240,2.22,30.24,3/23/2019 9:12
130,0,19.5,3/23/2019 9:12
20,5,-1.74,3/23/2019 9:13
910,48.51,61.745,3/23/2019 9:14
40,10,-3.48,3/23/2019 9:15
49,0,6.74,3/23/2019 9:19
124.64,8.66,8.6355,3/23/2019 9:20
360,10,57,3/23/2019 9:27
30,1,3.04,3/23/2019 9:30
180,3.2,21.01,3/23/2019 9:32
100,8.6,6.14,3/23/2019 9:34
650,15,38.2,3/23/2019 9:43
2409.2,126.8,204.4,3/23/2019 9:43
286.79,15.09,26.546,3/23/2019 9:44
200,0,28,3/23/2019 9:46
200,6,20.8,3/23/2019 9:47
499.23,26.28,43.675,3/23/2019 9:48
140,8,11.24,3/23/2019 9:48
38,0,4.84,3/23/2019 9:49
80,7.4,4,3/27/2019 9:47
180,10,40,3/27/2019 9:48
360,4.5,43.34,3/23/2019 9:57
110,0,15,3/23/2019 9:57
-3.48,3.48,-3.48,3/24/2019 7:28
429.59,22.61,34.99,3/23/2019 10:02
610.85,32.15,51.95,3/23/2019 10:02
80,0,10,3/23/2019 10:06
284.05,14.95,24.05,3/23/2019 10:07
317.2,0,46.01,3/23/2019 10:08
1064.28,56.01,89.1655,3/23/2019 10:12
220,0,34.01,3/23/2019 10:34
720,22.71,90.17,3/23/2019 10:35
23,0,3,3/23/2019 10:43
250,9,24,3/24/2019 8:52
350,4.7,41.59,3/24/2019 8:59
100,3.5,18,3/24/2019 9:01
160,0,31.16,3/24/2019 9:08
420,0,58.75,3/24/2019 9:10
378,0,52.08,3/24/2019 9:11
2250,0,225,3/24/2019 9:14
220,20,9.36,3/24/2019 9:17
10,2.5,-0.87,3/24/2019 9:18
320,1.9,40.12,3/24/2019 9:46
150,0,22.5,3/24/2019 9:50
3780,16.65,407.86,3/24/2019 9:51
900,29.75,93.78,3/24/2019 9:56
480,5,60.5,3/24/2019 10:07
100,0.21,15.36,3/24/2019 10:11
50,0.1,7.44,3/24/2019 10:13
1394.425,50.575,104.925,3/24/2019 10:17
30,1.5,2.61,3/24/2019 10:19
670,9.55,79,3/24/2019 10:23
47.3,0,5.8,3/24/2019 10:25
185,0,24,3/24/2019 10:31
90,2.4,9.2,3/24/2019 10:33
32.3,1.7,4.68,3/24/2019 10:35
600,0,78.2,3/24/2019 10:45
350,10.6,36.5,3/24/2019 10:51
160,2,18.25,3/24/2019 10:52
310,0,37,3/24/2019 10:59
220,5,28.75,3/24/2019 11:04
100,0,10,3/24/2019 11:04
200,15.9,13.7,3/24/2019 11:07
740,20,90.5,3/24/2019 11:10
20,0,2,3/24/2019 11:16
260,4.5,27.7,3/24/2019 11:24
351.5,18.5,49.1,3/24/2019 11:32
611.33,32.18,55.325,3/24/2019 11:43
220,0,35.75,3/24/2019 11:48
150,0,25,3/24/2019 12:00
2720,100,402.75,3/24/2019 12:21
60,0,13.86,3/24/2019 12:21
290,5.5,32.9,3/24/2019 12:25
60,3,3,3/24/2019 12:28
40,0,10,3/24/2019 12:29
830,10,104,3/24/2019 12:33
50,0.2,6.4,3/24/2019 12:40
140,0,30,3/24/2019 12:43
170,5,45,3/24/2019 12:59
148,0,14.67,3/24/2019 1:02
30,0,6.93,3/24/2019 1:07
150,7,15,3/24/2019 1:12
620,60,30,3/24/2019 1:28
420,0,40,3/24/2019 1:34
199.92,0,24.57,3/24/2019 1:48
444.4,0,62.4,3/24/2019 4:15
350,9.2,37.68,3/24/2019 4:16
70,4,7.64,3/24/2019 4:32
100,0,13.15,3/24/2019 4:34
270,6.1,31.03,3/24/2019 4:53
200,4,22.69,3/24/2019 4:56
2430,129,126.9,3/24/2019 5:07
25,0,3.26,3/24/2019 5:07
450,13,46.92,3/24/2019 5:10
800,48.71,63.195,3/24/2019 5:21
240,0,36,3/24/2019 5:29
1360.1,49.9,77.1,3/24/2019 5:29
39,0,4.2,3/24/2019 6:07
69,0,13,3/24/2019 6:14
199.5,10.5,18,3/24/2019 6:17
710.5,14.5,50.5,3/24/2019 6:19
99,0,16.3,3/24/2019 6:23
2500,120.7,216.4,3/24/2019 6:30
140,2.5,16.75,3/24/2019 6:41
280,5.89,30.83,3/24/2019 6:43
363.25,11.23,37.2456,3/24/2019 6:47
300,0,41,3/24/2019 6:48
947.63,34.37,93.73,3/24/2019 6:49
528.65,16.35,54.75,3/24/2019 6:50
370,5,46.8,3/24/2019 7:08
320,5,37.39,3/24/2019 7:17
1067.8,56.2,93.44,3/24/2019 7:17
3487.5,262.5,237.5,3/24/2019 7:17
159,0,24.66,3/24/2019 7:23
2900,55.75,273.45,3/24/2019 7:24
490,20.3,59.71,3/24/2019 7:27
390,0,51,3/24/2019 7:29
1098.23,39.83,111.7779,3/24/2019 7:35
2353.77,123.88,205.8675,3/24/2019 7:37
286.79,15.09,24.286,3/24/2019 7:38
350,5,37.6,3/24/2019 7:42
75,1.95,7.05,3/24/2019 7:45
460,17.36,45.04,3/24/2019 7:52
1044.81,54.99,88.41,3/24/2019 7:58
190,5,20.2,3/24/2019 8:00
139.65,7.35,12.53,3/24/2019 8:02
560,0,34.95,3/24/2019 8:02
260,2,33.54,3/24/2019 8:05
940,15.1,109.7,3/24/2019 8:09
370,5,15,3/24/2019 8:09
210,0,27.5,3/24/2019 8:10
148,0,19.24,3/24/2019 8:10
750,17.5,80.18,3/24/2019 8:12
30,0,6.9,3/24/2019 8:13
447.93,23.58,38.525,3/24/2019 8:15
300,5,35,3/24/2019 8:15
40,1.5,4.4,3/24/2019 8:18
284.02,8.78,32.056,3/24/2019 8:19
389.99,20.53,38.154,3/24/2019 8:27
50,0,6.15,3/24/2019 8:27
300,14.5,25.1,3/24/2019 8:28
100,0,31.25,3/24/2019 8:28
440,14.6,82.37,3/24/2019 8:29
318.12,9.84,30.6612,3/24/2019 8:33
38,0,5,3/24/2019 8:34
55,0,6.75,3/24/2019 8:37
2770,125.02,242.56,3/24/2019 8:39
240,2.36,27.89,3/24/2019 8:42
120,0,10.4,3/24/2019 8:43
339.89,10.51,35.888,3/24/2019 8:45
200,0,30,3/24/2019 8:46
210,10.5,18.27,3/24/2019 8:48
269.56,8.34,27.963,3/24/2019 8:49
56.6,0,8.62,3/24/2019 8:49
350,5.28,43.66,3/24/2019 8:56
240,5,26.03,3/24/2019 8:57
350,10,42,3/24/2019 8:58
200,1.3,25.9,3/24/2019 8:59
140,0,29.5,3/24/2019 9:00
110,5,6.3,3/24/2019 9:00
1480,40,98.2,3/24/2019 9:01
340,8.3,36.96,3/24/2019 9:02
850.35,44.76,75.585,3/24/2019 9:04
150,0,16.07,3/24/2019 9:05
300,7.53,32.52,3/24/2019 9:06
200,0,27,3/24/2019 9:09
948.2,49.91,75.195,3/24/2019 9:12
8,0,2.08,3/24/2019 9:14
1318.13,69.38,112.125,3/24/2019 9:15
493.24,25.96,42.44,3/24/2019 9:16
3002.15,92.85,188.51,3/24/2019 9:19
8400,478,1178,3/24/2019 9:23
300,2.1,43.2,3/24/2019 9:23
1023.66,53.88,83.343,3/24/2019 9:23
588.81,30.99,57.21,3/24/2019 9:24
100,2.4,10.98,3/24/2019 9:30
200,0.2,25.98,3/24/2019 9:33
80,6,11,3/24/2019 9:33
20,1,3.9,3/24/2019 9:37
120,5,13.75,3/24/2019 9:40
220,8.9,24.16,3/24/2019 9:44
190,5,23,3/24/2019 9:45
736.16,38.75,62.2445,3/24/2019 9:48
100,0,30.5,3/24/2019 9:50
540,30.4,43.8,3/24/2019 9:54
90,8,14.59,3/24/2019 9:56
30,0,4.25,3/24/2019 9:59
361.65,15.07,34.7312,3/24/2019 10:02
170,2,20.4,3/24/2019 10:03
60,0.8,7.6,3/24/2019 10:04
970,16,63.1,3/24/2019 10:07
80,0,20.8,3/24/2019 10:08
351.53,10.87,36.528,3/24/2019 10:13
205.96,10.84,16.06,3/24/2019 10:14
510,22.72,50.89,3/24/2019 10:17
1322.11,55.09,128.332,3/24/2019 10:27
180,5,19,3/24/2019 10:27
190,0,24.8,3/24/2019 10:29
100.36,0,12.35,3/24/2019 10:31
670.95,20.75,69.549,3/24/2019 10:36
465.6,14.4,48.2,3/24/2019 10:38
30,0,6.93,3/24/2019 10:39
150,0,19,3/24/2019 10:40
19.18,0,1.54,3/24/2019 10:41
410,14.8,42.5,3/24/2019 10:51
169.68,0,25.12,3/24/2019 11:06
520,24.15,46.9,3/25/2019 8:39
550,9.6,82.36,3/25/2019 9:15
140,0,12.73,3/25/2019 9:21
200,4,22.52,3/25/2019 9:30
260,9,28.1,3/25/2019 9:47
1050,60,91.7,3/25/2019 9:50
850,0,110.51,3/25/2019 9:55
60,0.3,7.2,3/25/2019 10:18
820,24.32,86.16,3/25/2019 10:25
2050,80.1,228.3,3/25/2019 10:36
698.25,36.75,64.45,3/25/2019 10:56
410,21.8,38,3/25/2019 11:00
290,7,33,3/25/2019 11:01
10,1,0.5,3/25/2019 11:02
115,0,11.3,3/25/2019 11:03
669.98,0,82.95,3/25/2019 11:07
90,9,3.9,3/25/2019 11:10
120,0,32,3/25/2019 11:10
150,0,22.5,3/25/2019 11:11
170,8.8,15.9,3/25/2019 11:13
239.4,12.6,22.12,3/25/2019 11:38
157.83,8.31,12.093,3/25/2019 11:51
14,0,2.2,3/25/2019 11:51
127.9,0,17.9,3/25/2019 11:53
95,1.3,11.38,3/25/2019 12:12
475.9,25.05,40.1225,3/25/2019 12:31
60,0,13.86,3/25/2019 12:37
310,5,30,3/25/2019 12:49
670,15,90.3,3/25/2019 1:01
300,10,31.17,3/25/2019 1:10
220,3,26,4/3/2019 12:02
16,0,2.32,3/25/2019 1:17
880,30,50,3/25/2019 1:19
400,80,-17.6,3/25/2019 1:28
870,0,67.67,3/25/2019 1:33
300,3.4,36.2,3/25/2019 1:34
120,7.5,9.2,3/25/2019 4:10
30,0,6.93,3/25/2019 4:19
90,0,11,3/25/2019 5:08
4390,231.11,389.045,3/26/2019 11:53
100,1.5,13,3/25/2019 5:26
250,5,26.3,3/25/2019 5:35
430,7,50,3/25/2019 5:37
870,30,94,3/25/2019 5:42
30,1.5,2.7,3/25/2019 5:45
30,0,3,3/25/2019 5:45
240,6.4,25.8,3/25/2019 5:47
70,0,12,3/25/2019 5:48
10,0,1.31,3/25/2019 5:55
10,0,1.31,3/25/2019 5:56
33.3,0,4.96,3/25/2019 5:57
317.8,16.73,29.3535,3/25/2019 6:10
196,0,26.4,3/25/2019 6:14
60,6.2,3.1,3/25/2019 6:16
60,3.3,7.4,3/25/2019 6:19
230,0,30,3/25/2019 6:20
97.6,0,13.4,3/25/2019 6:24
440,10,48.5,3/25/2019 6:42
580,0,54.7,3/25/2019 6:42
330,9.3,34.92,3/25/2019 6:43
192.28,0,27.75,3/25/2019 6:44
400,6,46.8,3/25/2019 6:45
530,12,103.82,3/25/2019 6:46
230,10,25,3/25/2019 6:47
5248.64,190.37,519.135,3/25/2019 6:47
200,16.16,10.442,3/25/2019 6:51
130,6,11.8,3/25/2019 6:52
650,15,38.2,3/25/2019 6:53
661.54,20.46,70.54,3/25/2019 6:59
458.33,14.18,48.165,3/25/2019 7:02
50.1,0,8.26,3/25/2019 7:05
120,2.65,13.04,3/25/2019 7:06
1339.5,70.5,126.5,3/25/2019 7:07
150,0,20,3/25/2019 7:10
60,3,5.2,3/25/2019 7:13
1590,83,136,3/25/2019 7:14
180,1.1,21.1,3/25/2019 7:19
762.85,40.15,62.75,3/25/2019 7:20
30,1.5,2.6,3/25/2019 7:24
115,0,11.3,3/25/2019 7:28
120.5,0,15.5,3/25/2019 7:29
6103.1,0,1426.12,3/25/2019 7:32
452.66,23.82,38.176,3/25/2019 7:32
216.85,0,28.4,3/25/2019 7:36
80,0,8.57,3/25/2019 7:37
2600,127.93,150.11,3/25/2019 7:38
28.5,0,3.7,3/25/2019 7:39
150,0,15,3/25/2019 7:41
1944.07,60.13,185.774,3/25/2019 7:47
433.2,22.8,36.6,3/25/2019 7:48
60,0.88,5.64,3/25/2019 7:48
675.9,35.57,54.8565,3/25/2019 7:52
770,24,82,3/25/2019 7:56
470,5.2,58.9,3/25/2019 8:03
800,15,105,3/25/2019 8:03
807.5,42.5,68.5,3/25/2019 8:07
764.28,40.23,62.575,3/25/2019 8:11
370,12.94,31.16,3/25/2019 8:12
100,2.2,11.8,3/25/2019 8:13
340,6,41.45,3/25/2019 8:13
600,20,70,3/25/2019 8:14
194.48,0,25.36,3/25/2019 8:14
1522,80.11,157.595,3/25/2019 8:15
370,10,39.5,3/25/2019 8:17
30,1.5,2.6,3/25/2019 8:17
80,0,10.4,3/25/2019 8:18
80,4,7.64,3/25/2019 8:18
50,0,4.55,3/25/2019 8:22
620.68,0,78.59,3/25/2019 8:25
450,10,51.4,3/25/2019 8:25
75,3.6,17.6,3/25/2019 8:26
160,6.8,16,3/25/2019 8:27
220,17.2,11.2,3/25/2019 8:28
160.5,0,21,3/25/2019 8:28
588.81,30.99,50.01,3/25/2019 8:29
500,6.95,58.24,3/25/2019 8:31
2080,53.5,169.7,3/25/2019 8:37
220,5,28.75,3/25/2019 8:39
30,1.5,2.61,3/25/2019 8:39
685,10,26.2,3/25/2019 8:41
229.2,0,30,3/25/2019 8:44
50,0,10,3/25/2019 8:45
20,0,6.58,3/25/2019 8:47
250,4,33.5,3/25/2019 8:50
2790,100,131.7,3/25/2019 8:55
190,5,23,3/25/2019 8:56
1157.7,35.805,118.645,3/25/2019 8:56
120,0,18,3/25/2019 8:58
220,20,14,3/25/2019 8:59
47.5,0,8.5,3/25/2019 8:59
745.09,39.22,62.08,3/25/2019 9:02
459.78,14.22,49.5,3/25/2019 9:04
1300,50,58,3/25/2019 9:04
246.81,12.99,23.01,3/25/2019 9:05
34.5,0,4.5,3/25/2019 9:06
94,0,13,3/25/2019 9:07
65,0,5.91,3/25/2019 9:09
913.71,48.09,71.41,3/25/2019 9:13
242.25,12.75,18.55,3/25/2019 9:14
48.48,0,6.32,3/25/2019 9:15
270,12.75,24.1,3/25/2019 9:16
100,0.2,12.85,3/25/2019 9:16
170,30,-8.57,3/25/2019 9:17
30,1.5,2.61,3/25/2019 9:17
60,0,5.46,3/25/2019 9:19
415.15,21.85,35.15,3/25/2019 9:22
350,21,31.22,3/25/2019 9:26
286.94,5.86,33.684,3/25/2019 9:27
150,2,13.61,3/25/2019 9:27
120,0,16,3/25/2019 9:28
297.5,0,40.8,3/25/2019 9:30
158.75,8.36,22.045,3/25/2019 9:32
200,5,36.63,3/25/2019 9:33
730,14.4,65.94,3/25/2019 9:36
250,1.6,30.3,3/25/2019 9:36
150,9.6,7.83,3/25/2019 9:38
320,19.5,26.35,3/25/2019 9:39
250,0.44,32.12,3/25/2019 9:40
340,19.71,18.835,3/25/2019 9:43
3110.78,163.73,551.76,3/25/2019 9:46
400,0,57.5,3/25/2019 9:49
1130,30,55.9,3/25/2019 9:50
260,20,52,3/25/2019 9:51
230,10,35.5,3/25/2019 9:55
248.24,13.07,21.0245,3/25/2019 9:59
601.59,18.61,61.414,3/25/2019 10:05
179.52,7.48,43.69,3/25/2019 10:10
90,0,18,3/25/2019 10:22
3320,0,346.9,3/25/2019 10:30
550,20,64.99,3/25/2019 10:34
260,10.6,25.6,3/25/2019 10:35
130,0,17.93,3/25/2019 10:40
695,0,48.65,3/25/2019 10:42
573.64,23.9,54.5584,3/25/2019 10:45
3090,114.48,199,3/25/2019 10:47
65,0,11,3/25/2019 10:55
240,7,19.51,3/25/2019 10:58
250,0,25,3/25/2019 11:01
200,10,13.74,3/26/2019 8:49
320,25,20,3/26/2019 8:49
40,0,5.8,3/26/2019 8:51
10,2.5,-0.87,3/26/2019 8:52
242.25,12.75,24.3,3/26/2019 8:54
35,0,14,3/26/2019 8:55
29.4,0,3.84,3/26/2019 9:09
49.4,0,9.84,3/26/2019 9:11
40,0,5.68,3/26/2019 9:15
370,15.78,37.58,3/26/2019 9:23
160,0,27,3/26/2019 9:25
20,1,1.8,3/26/2019 9:26
29.4,0,3.84,3/26/2019 9:33
544.54,28.66,50.39,3/26/2019 9:38
90,5.6,6.2,3/26/2019 9:48
96.8,0,14.3,3/26/2019 9:56
210,4,22.2,3/26/2019 9:58
120,2.6,14.2,3/26/2019 10:07
220,0,50,3/26/2019 10:08
190,8,17,3/26/2019 10:12
14,0,1.94,3/26/2019 10:15
30,1.5,2.6,3/26/2019 10:23
80,10,2.4,3/26/2019 10:25
510,9.3,58.1,3/26/2019 10:28
280,0,36,3/26/2019 10:29
310.92,16.36,16.796,3/26/2019 10:42
50,5,11.25,3/26/2019 11:05
220,10,12.58,3/26/2019 11:07
70,0,24,3/26/2019 11:09
280,1.25,94.375,3/26/2019 11:14
700,0,90,3/26/2019 11:17
811.57,42.71,69.826,3/26/2019 11:29
220,0,20,3/26/2019 11:30
180,10,14.8,3/26/2019 11:37
800,0,800,4/1/2019 1:01
1160,40,76.5,3/26/2019 12:02
32.7,0,4.81,3/26/2019 12:03
100,6.05,7.8,3/26/2019 12:17
2746.77,144.57,227.073,3/26/2019 12:30
50,0,6.55,3/26/2019 12:32
530,21,54.26,3/26/2019 12:36
90,1.25,27.375,3/26/2019 12:48
555.75,29.25,52.35,3/26/2019 1:14
1340,58.6,63.16,3/26/2019 4:43
85,0,11,3/26/2019 4:50
1.2,0,0.3,3/26/2019 5:00
150,1.95,18.65,3/26/2019 5:28
253.2,0,33.2,3/26/2019 5:29
500,11.2,60.5,3/26/2019 5:33
498.75,26.25,42.75,3/26/2019 5:41
230.02,9.58,25.346,3/26/2019 5:45
420,5.2,50.2,3/26/2019 5:52
2517.5,132.5,108.5,3/27/2019 4:44
299,0,39,3/26/2019 5:58
95,0,9.8,3/26/2019 5:58
174.69,9.19,14.826,3/26/2019 6:08
880,30,50,3/26/2019 6:11
308.75,16.25,26.14,3/26/2019 6:11
43.3,0,6.26,3/26/2019 6:19
55.77,2.94,4.865,3/26/2019 6:19
440,0,58,3/26/2019 6:22
800,0,64,3/26/2019 6:31
245.29,12.91,22.49,3/26/2019 6:41
170,0,24.75,3/26/2019 6:45
175,4.32,19.88,3/26/2019 6:50
250,5,64,3/26/2019 6:57
456,24,38.6,3/26/2019 6:59
120,5,37.5,3/26/2019 6:59
1026.95,54.05,86.45,3/26/2019 7:01
480,15,49.65,3/26/2019 7:04
300,0,42.35,3/26/2019 7:06
440,4.5,53.1,3/26/2019 7:06
50,0,16,3/26/2019 7:08
860,10,76.2,3/26/2019 7:09
200,5,16.41,3/26/2019 7:11
380,16,40,3/26/2019 7:11
270,14.85,22.3475,3/26/2019 7:22
95,0,12.4,3/26/2019 7:25
250,10,24.2,3/26/2019 7:25
96.3,0,12.68,3/26/2019 7:27
70,0,12,3/26/2019 7:41
1619.75,85.25,123.81,3/26/2019 7:41
680,36.18,49.461,3/26/2019 7:42
90,3,21.3,3/26/2019 7:42
16,0.44,0.88,3/26/2019 7:45
517.75,27.25,46.95,3/26/2019 7:48
1310,69,95.68,3/26/2019 7:48
15,0,4.5,3/26/2019 8:04
20,0,8,3/26/2019 8:04
200,4,22.52,3/26/2019 8:05
19.44,0,2.52,3/26/2019 8:05
2460,99.01,156.895,3/26/2019 8:06
270,0,26.76,3/26/2019 8:11
880,21.2,100.6,3/26/2019 8:12
60,9.3,-0.3,3/26/2019 8:13
241.8,0,31.58,3/26/2019 8:16
48,0,6.28,3/26/2019 8:16
33.3,0,4.96,3/26/2019 8:16
700,20,76.8,3/26/2019 8:19
91.25,0,12.34,3/26/2019 8:19
140,6.8,12.8,3/26/2019 8:23
66.5,0,9.2,3/26/2019 8:24
90,3,9.12,3/26/2019 8:25
770,15,34.57,3/26/2019 8:26
630,15,69,3/26/2019 8:29
227.26,0,29.7,3/26/2019 8:30
69.3,0,9,3/26/2019 8:33
500,20,100,3/26/2019 8:36
520,17.2,50.204,3/26/2019 8:38
220,17.2,11.2,3/26/2019 8:40
179.055,0,23.335,3/26/2019 8:42
210,4,25.57,3/26/2019 8:42
260,0,39.2,3/26/2019 8:45
550,20,116,3/26/2019 8:45
79.2,0.8,57.2,3/26/2019 8:46
571.63,30.09,48.714,3/26/2019 8:47
280,8,30.1,3/26/2019 8:49
33.3,0,4.86,3/26/2019 8:50
945.25,49.75,79.75,3/26/2019 8:51
400,27.6,32.64,3/26/2019 8:53
33.3,0,4.96,3/26/2019 8:55
370,9.5,40,3/26/2019 8:55
739.86,38.94,63.66,3/26/2019 8:56
130,0.9,15.2,3/26/2019 8:57
400,20,64,3/26/2019 8:57
359.67,18.93,30.37,3/26/2019 8:58
280,8.3,27.52,3/26/2019 9:01
100,0,13,3/26/2019 9:02
240,1,30.4,3/26/2019 9:02
250,0,24.77,3/26/2019 9:03
440,0,63,3/26/2019 9:06
70,0,35,3/26/2019 9:06
90,0,20.79,3/26/2019 9:06
398.84,12.34,43.8546,3/26/2019 9:09
240,1.08,31.42,3/26/2019 9:10
567.45,17.55,60.35,3/26/2019 9:13
7811.38,411.13,659.275,3/26/2019 9:16
280,0,77,3/26/2019 9:16
120,0,30,3/26/2019 9:17
584.46,18.08,60.4238,3/26/2019 9:24
1050,12.8,147.3,3/26/2019 9:25
230,0,30,3/26/2019 9:27
470,10,52.6,3/26/2019 9:27
230,0,55,3/26/2019 9:30
200,7,20,3/26/2019 9:31
382.85,20.15,39.85,3/26/2019 9:33
29,0,3.8,3/26/2019 9:35
100,10,5,3/26/2019 9:37
150,3.2,18,3/26/2019 9:38
200,0,29.1,3/26/2019 9:39
350,0,44,3/26/2019 9:39
100,0,13,3/26/2019 9:49
30,0,6.6,3/26/2019 9:49
200,0,29.1,3/26/2019 9:52
10,0,2,3/26/2019 9:52
80,0,11,3/26/2019 9:53
520,18.1,56.797,3/26/2019 9:59
75,0,10,3/26/2019 10:00
380,30,22.88,3/26/2019 10:04
850,32,101.47,3/26/2019 10:04
840,20,25.96,3/26/2019 10:05
27,0,2.4,3/26/2019 10:09
923.54,28.56,127.737,3/26/2019 10:09
935.68,28.94,97.2414,3/26/2019 10:15
600,16.24,64.81,3/26/2019 10:21
341.81,17.99,28.81,3/26/2019 10:23
233.23,7.21,24.6468,3/26/2019 10:23
200,5,22.67,3/26/2019 10:24
975.56,51.35,82.655,3/26/2019 10:32
30,1.5,2.61,3/26/2019 10:33
260,2.2,32,3/26/2019 10:35
960.3,29.7,102.17,3/26/2019 10:40
127.5,0,14.5,3/26/2019 10:40
100,0,13,3/26/2019 10:41
530,26.24,46.31,3/26/2019 10:42
210,0,30.55,3/26/2019 10:50
175,5,18.48,3/26/2019 10:50
850,30,99.79,3/27/2019 9:01
300,21,42.93,3/27/2019 9:22
180,6,18.71,3/27/2019 9:28
2540,130,218,3/27/2019 9:41
520,36.8,36.9,3/27/2019 1:00
220,17.48,13.436,3/27/2019 9:59
400,5.7,49.2,3/27/2019 10:15
1264.39,109.95,69.0928,3/27/2019 10:24
40,0,13.16,3/27/2019 10:28
324.9,17.1,27.36,3/27/2019 10:32
578.48,30.45,51.4535,3/27/2019 10:50
500,18.4,51,3/27/2019 10:54
2.7,0,0.6,3/27/2019 11:09
90,0,-3,3/27/2019 11:18
389.5,20.5,81.5,3/27/2019 11:21
700,22.5,73.24,3/27/2019 11:31
200.0016,12.9264,14.5216,3/27/2019 11:36
160,1.6,19.4,3/27/2019 11:44
2469.44,89.57,166.335,3/27/2019 11:46
150,0,37.5,3/27/2019 11:53
1700,40,175.6,3/27/2019 12:15
150,0,38.52,3/27/2019 12:16
80,0,8.57,3/27/2019 12:39
40,0,7,3/27/2019 12:39
25,0,8,3/27/2019 1:05
100,0,13.04,3/27/2019 1:08
370,10,9.8,3/27/2019 1:09
100,8.6,6.76,3/27/2019 1:16
650,15,38.2,3/27/2019 4:15
75,1.8,8.4,3/27/2019 4:20
300,3.96,35.69,3/27/2019 4:25
55,0,8.15,3/27/2019 4:25
960,19.82,149.64,3/27/2019 4:28
1930,57.68,199.16,3/27/2019 5:01
120,0,17,3/27/2019 5:02
260,17.8,16.4,3/27/2019 5:08
260,15.51,20.47,3/27/2019 5:16
100,0,17.5,3/27/2019 5:21
490,2,63.48,3/27/2019 5:21
70,5.74,3.57,3/27/2019 5:22
60,4,4.64,3/27/2019 5:23
440,1,52.9,3/27/2019 5:23
240,7.8,30,3/27/2019 5:27
150,0,15,3/27/2019 5:34
340,0,70,3/27/2019 5:44
20,1.15,1.6,3/27/2019 5:46
415.15,21.85,35.15,3/27/2019 5:46
434.51,22.87,40.071,3/27/2019 6:00
470,19.9,41,3/27/2019 6:26
50,5,2.25,3/27/2019 6:27
40,0,5.2,3/27/2019 6:34
50,0,6,3/27/2019 6:35
570,30,65.73774,3/27/2019 6:35
50,3.1,3.8,3/27/2019 6:36
180,9,17.04,3/27/2019 6:38
400,10.7,44.9,3/27/2019 6:49
250,0,25.9,3/27/2019 6:54
209.09,8.71,19.688,3/27/2019 7:03
206.15,10.85,17.43,3/27/2019 7:08
200,0,45,3/27/2019 7:09
2732.75,143.83,229.27,3/30/2019 6:43
33.8,0,5.12,3/27/2019 7:11
200,6.6,22.8,3/27/2019 7:19
200,8.72,20.4,3/27/2019 7:23
60,6,3.1,3/27/2019 7:25
320,5,37.4,3/27/2019 7:30
180,7.5,18.4,3/27/2019 7:30
226.77,11.94,20.765,3/27/2019 7:30
992.66,52.25,83.805,3/27/2019 7:31
619.21,32.59,51.61,3/27/2019 7:34
700,18,75.65,3/27/2019 7:35
160,0,25.5,3/27/2019 7:36
219.17,11.54,18.165,3/27/2019 7:54
53.87,2.84,4.565,3/27/2019 7:58
114.38,6.02,10.98,3/27/2019 8:00
500,10.5,52.25,3/27/2019 8:02
180,10.08,16.726,3/27/2019 8:04
88,0,10.04,3/27/2019 8:06
